135
496.004547	683.703491	
520.530945	685.190247	
546.458923	687.035339	
574.379700	689.199463	
604.196289	691.747925	
637.622620	694.681702	
451.622375	653.412231	
470.964264	654.202698	
493.488770	655.596985	
518.007568	657.235352	
544.011658	659.028625	
571.591919	661.193848	
600.769653	663.330566	
632.608521	665.878540	
668.954529	669.162231	
448.651886	624.997192	
469.014923	626.043213	
491.441864	627.469482	
516.344971	629.160034	
542.453369	630.825439	
570.045837	632.907532	
598.965698	635.060791	
629.633789	637.498291	
663.741516	640.226318	
447.180115	597.127258	
468.003021	598.436401	
490.734680	599.878540	
515.335083	601.541992	
541.434692	603.288208	
568.801880	605.230164	
597.042053	607.390259	
627.544189	609.492126	
661.110107	612.041992	
446.104248	569.361145	
467.451538	570.668640	
490.220734	572.222900	
514.817139	573.846619	
540.315491	575.607483	
567.825745	577.176880	
595.843506	579.374512	
625.910828	581.385986	
659.200989	583.915222	
697.952820	586.821777	
446.311218	541.994202	
467.379150	543.381287	
490.408203	544.941589	
514.825195	546.492676	
539.955078	548.275452	
567.434814	550.009277	
595.580566	551.906677	
625.651001	553.936218	
657.985718	556.035889	
695.748596	558.629395	
446.756348	514.323364	
467.768585	515.828003	
490.714569	517.379639	
515.109436	518.994812	
540.676575	520.657349	
567.385803	522.404419	
595.415894	524.198425	
625.321960	526.149719	
657.345337	528.136536	
694.473328	530.324341	
447.672791	487.139008	
468.544861	488.604706	
491.122589	490.146637	
515.717529	491.846558	
540.890137	493.458527	
567.792175	495.162262	
596.116028	497.061768	
625.186584	498.704437	
656.707153	500.610535	
693.927551	502.703308	
449.129456	459.695435	
469.442444	461.192261	
491.824738	462.897369	
516.507996	464.413940	
541.825806	466.064606	
568.464355	467.769684	
596.452087	469.383026	
626.586365	471.110229	
658.391968	472.892883	
693.467712	474.764557	
451.068329	432.455261	
471.074677	434.078339	
493.657135	435.699158	
517.749390	437.305664	
543.064636	438.857361	
597.970154	442.087158	
627.575012	443.780334	
659.359680	445.401642	
695.352356	447.053162	
453.821869	404.851501	
473.331390	406.645630	
495.383392	408.299194	
519.571045	410.045868	
544.961487	411.528625	
571.475403	412.996246	
599.415283	414.640137	
629.081421	416.159149	
661.131348	417.644257	
697.445923	419.065094	
457.442017	377.603271	
476.143188	379.435181	
497.881592	381.195709	
521.302551	382.726318	
546.210449	384.413788	
572.511841	385.926636	
600.268005	387.471863	
629.841858	388.941010	
662.263306	390.315155	
700.345093	391.517059	
477.702667	352.049805	
499.148102	353.775482	
522.669922	355.431213	
547.548889	357.066956	
574.072937	358.587616	
601.688538	359.944885	
631.399536	361.326477	
663.409790	362.641846	
700.933289	363.690552	
480.812561	324.700836	
501.525635	326.557922	
524.712463	328.295258	
549.424377	329.803162	
575.587341	331.342499	
603.528748	332.680237	
633.294678	333.987732	
665.464600	335.206177	
705.059387	335.878876	
488.415710	296.718903	
517.716736	297.833282	
546.985046	299.257690	
636.076355	302.860413	
666.448975	303.739532	
