128
480	150	
660	180	
690	180	
720	180	
750	180	
780	180	
810	180	
600	210	
630	210	
660	210	
690	210	
720	210	
750	210	
780	210	
810	210	
600	240	
630	240	
660	240	
720	240	
750	240	
780	240	
810	240	
570	270	
600	270	
630	270	
660	270	
690	270	
720	270	
750	270	
780	270	
810	270	
840	270	
570	300	
600	300	
630	300	
660	300	
690	300	
720	300	
750	300	
780	300	
810	300	
840	300	
570	330	
600	330	
630	330	
660	330	
690	330	
720	330	
750	330	
780	330	
810	330	
840	330	
570	360	
600	360	
630	360	
660	360	
690	360	
720	360	
750	360	
780	360	
810	360	
840	360	
570	390	
600	390	
630	390	
660	390	
690	390	
720	390	
750	390	
780	390	
810	390	
840	390	
570	420	
600	420	
630	420	
660	420	
690	420	
720	420	
750	420	
780	420	
810	420	
840	420	
600	450	
630	450	
660	450	
690	450	
720	450	
750	450	
780	450	
810	450	
840	450	
600	480	
630	480	
660	480	
690	480	
750	480	
780	480	
810	480	
840	480	
600	510	
630	510	
660	510	
690	510	
720	510	
750	510	
780	510	
810	510	
840	510	
600	540	
630	540	
660	540	
690	540	
750	540	
780	540	
810	540	
840	540	
600	570	
630	570	
660	570	
690	570	
750	570	
780	570	
810	570	
840	570	
630	600	
660	600	
810	600	
840	600	
