-32.672558	-144.152206	-1116.560059	
-31.220291	-144.030945	-1115.343506	
-9.609385	-145.121597	-1111.392944	
-9.410809	-144.860214	-1110.456055	
70.212524	-149.480743	-1093.654297	
72.760979	-149.567505	-1093.066650	
74.014221	-149.429367	-1092.817383	
74.568916	-149.461060	-1092.715332	
96.132233	-150.581512	-1088.457031	
96.585052	-150.601624	-1088.068481	
98.327599	-150.787842	-1088.698486	
127.502182	-158.590729	-1122.036743	
128.466339	-158.392990	-1120.866455	
129.716751	-158.181641	-1120.064453	
130.351181	-158.227844	-1119.834473	
130.947479	-158.469360	-1119.668091	
132.204056	-158.449020	-1119.247437	
133.048477	-158.592972	-1119.440308	
134.325928	-158.392929	-1118.923340	
-46.799870	-141.570496	-1118.559814	
-46.071976	-141.720093	-1118.615723	
-45.219292	-141.761795	-1118.932861	
-44.664047	-141.942017	-1118.777344	
-44.327965	-141.856766	-1118.229004	
-43.691868	-141.965302	-1118.305054	
-43.006702	-142.020935	-1118.296753	
-42.383213	-142.059998	-1118.162964	
-42.104290	-141.969696	-1117.349487	
-41.158340	-142.178604	-1117.910034	
-40.459450	-142.211945	-1117.891235	
-39.886456	-142.279877	-1117.751343	
-39.508602	-142.219971	-1117.272705	
-38.774563	-142.329239	-1117.368408	
-37.907875	-142.523010	-1117.826904	
-37.623539	-142.404480	-1117.116211	
-37.151180	-142.436935	-1116.813110	
-36.467381	-142.463455	-1116.733154	
-35.691399	-142.579956	-1116.931030	
-35.223412	-142.526031	-1116.522949	
-34.586414	-142.591202	-1116.368530	
-33.826126	-142.693436	-1116.534912	
-33.369526	-142.611313	-1116.123047	
-32.435459	-142.853577	-1116.715088	
-32.068439	-142.776886	-1116.121948	
-31.366655	-142.878632	-1116.207031	
-31.223469	-142.593079	-1114.937500	
-21.799103	-143.454361	-1114.811523	
-10.694273	-143.857376	-1111.538330	
-10.513083	-143.763321	-1110.402954	
-9.729386	-143.845306	-1110.496704	
-9.387149	-143.732666	-1109.736816	
-8.662750	-143.829391	-1109.815796	
-7.973598	-143.918976	-1109.818848	
-7.523315	-143.864746	-1109.391113	
-6.645740	-143.986679	-1109.560303	
-6.682207	-143.839508	-1107.795288	
69.889229	-147.942184	-1094.188354	
70.327934	-147.902267	-1093.727417	
71.058548	-147.994965	-1093.712036	
71.716499	-148.028275	-1093.566406	
72.188927	-147.982941	-1093.134888	
72.875481	-148.033646	-1093.096191	
73.257622	-148.004425	-1092.644531	
74.202194	-148.138840	-1093.071045	
74.729134	-148.140137	-1092.816040	
94.738029	-149.152130	-1088.372803	
95.462112	-149.151596	-1088.315796	
95.971840	-149.151016	-1087.990967	
96.662811	-149.280502	-1088.065918	
97.364838	-149.374237	-1088.131470	
98.187836	-149.479828	-1088.411255	
99.157394	-149.671631	-1088.936646	
99.801216	-149.694763	-1089.018311	
127.866661	-157.432281	-1122.531982	
128.130875	-157.289444	-1121.671265	
128.513092	-157.149094	-1120.900635	
129.500504	-157.272491	-1121.108521	
130.239822	-157.286224	-1121.032104	
130.951538	-157.362900	-1120.908203	
131.167053	-157.279602	-1120.162720	
131.813004	-157.305496	-1119.933594	
132.454544	-157.314529	-1119.934692	
133.622940	-157.522873	-1120.593872	
-48.774475	-140.304932	-1118.407471	
-47.559177	-140.615112	-1119.489624	
-46.857758	-140.851913	-1119.568604	
-46.669109	-140.788361	-1118.684448	
-46.091194	-140.844589	-1118.511963	
-45.650105	-140.832047	-1118.063232	
-44.834454	-140.899261	-1118.351929	
-44.053757	-141.140472	-1118.702759	
-43.552551	-141.102081	-1118.291504	
-43.302723	-141.028915	-1117.549072	
-42.328587	-141.337036	-1118.110474	
-41.588734	-141.372314	-1118.306641	
-40.787861	-141.514099	-1118.444214	
-40.661274	-141.380066	-1117.472290	
-40.017220	-141.356506	-1117.391113	
-39.463284	-141.330566	-1117.123779	
-38.752098	-141.462616	-1117.277832	
-38.108295	-141.564667	-1117.234253	
-37.663860	-141.563858	-1116.855103	
-36.774742	-141.670837	-1117.320923	
-36.544624	-141.593643	-1116.430664	
-35.538948	-141.731033	-1117.008545	
-34.929749	-141.817383	-1116.859619	
-34.451115	-141.771545	-1116.414185	
-33.784115	-141.782425	-1116.412842	
-33.033047	-141.962753	-1116.595825	
-32.760387	-141.788345	-1115.861206	
-32.181538	-141.874481	-1115.730347	
-31.920542	-141.702850	-1114.876343	
-31.146404	-141.807922	-1114.890747	
-22.169443	-142.377304	-1113.519287	
-10.930930	-143.003830	-1110.596680	
-10.446219	-142.956253	-1110.111694	
-9.772194	-142.998062	-1109.963135	
-9.460902	-142.885971	-1109.282349	
-8.724710	-142.923462	-1109.346680	
-7.750487	-143.124680	-1109.890381	
-7.419933	-143.056961	-1109.276733	
-6.863188	-143.052444	-1108.951416	
-6.330490	-143.073364	-1108.345093	
69.750648	-147.005112	-1093.899048	
70.460320	-147.063843	-1093.789795	
71.014679	-147.071991	-1093.521240	
71.823433	-147.179657	-1093.565674	
72.218430	-147.126343	-1093.057007	
72.823441	-147.109436	-1092.894531	
73.313873	-147.118698	-1092.617676	
74.077530	-147.198730	-1092.740112	
74.674965	-147.243958	-1092.612793	
94.130493	-148.243820	-1088.452271	
94.841530	-148.298767	-1088.330688	
95.341904	-148.224594	-1087.939087	
96.255981	-148.422394	-1088.337891	
96.741295	-148.433411	-1088.088379	
97.553749	-148.571793	-1088.342529	
98.134903	-148.636032	-1088.230957	
99.027725	-148.757294	-1088.567627	
99.818924	-148.860367	-1088.856201	
127.552170	-156.455261	-1122.083008	
128.358200	-156.542236	-1122.064819	
129.212570	-156.592545	-1122.060181	
129.629501	-156.550278	-1121.443237	
