116.395,1980.45
102.516,1963.17
166.385,1969.93
1525.37,2070.58
1566.35,2074.51
95.7107,1954.06
102.828,1955.68
109.325,1956.21
166.519,1962.33
179.663,1963.2
186.595,1964.23
1108.45,2033.15
1253.89,2043.67
1268.39,2044.56
1323.15,2048.71
1356.76,2051.31
1370.42,2052.26
1378.22,2053
1385.6,2053.44
1426.13,2056.64
1448,2058.13
1484.35,2060.28
1547.13,2065.13
1553.61,2066.33
1559.97,2067.04
1610.15,2070.77
87.899,1946.33
101.852,1947.78
108.776,1949.02
128.823,1951.62
133.603,1952.11
139.458,1952.35
145.757,1952.65
152.671,1953.9
159.177,1954.08
165.793,1955.28
179.501,1956.2
185.796,1957.13
209.013,1959.29
1101.59,2025.09
1108.59,2025.52
1122.99,2026.86
1130.53,2027.38
1137.63,2027.73
1144.66,2028.57
1246.41,2035.53
1253.82,2035.98
1261.34,2037.04
1268.21,2037.14
1293.99,2038.85
1301.38,2039.73
1323.21,2041.3
1344.2,2043.24
1350.31,2043.37
1356.62,2043.41
1363.32,2044.7
1370.84,2044.96
1378.21,2045.16
1385.79,2046.18
1419.97,2048.58
1425.99,2048.66
1432.89,2049.41
1440.23,2050.45
1462.44,2051.65
1470.27,2052.47
1478.58,2053.17
1484.42,2053.93
1490.17,2054.04
1496.13,2054.33
1502.72,2054.43
1517.54,2055.47
1525.09,2056.68
1539.19,2057.42
1547.03,2057.95
1553.5,2058.36
1559.74,2058.84
1587.95,2061.37
1595.22,2061.8
1602.78,2062.48
1609.9,2062.99
1643.22,2065.69
1650.78,2066.12
1658.55,2066.55
1665.7,2067.38
1673.41,2067.76
1681.27,2068.44
1688.62,2069.52
1764.75,2076.45
1922.06,2103.24
87.7313,1939.85
101.284,1942.02
108.34,1943.44
114.415,1943.46
126.958,1945.09
132.657,1945.57
151.346,1948.13
158.147,1948.52
164.899,1949.34
171.645,1949.62
178.201,1950.97
184.228,1951.35
190.832,1952.36
196.041,1952.79
202.163,1952.92
207.939,1953.94
214.599,1954.42
1084.5,2016.78
1093.4,2017.21
1101.08,2017.77
1108.38,2018.17
1115.96,2018.81
1123.26,2019.45
1130.38,2020.15
1137.11,2020.16
1144.15,2021.19
1152.52,2021.99
1227.79,2026.84
1237.78,2027.72
1246.33,2028.25
1253.72,2028.62
1261.13,2029.2
1268.31,2029.82
1294.15,2031.69
1301.34,2032.06
1308.55,2033.23
1315.78,2033.41
1323.05,2034.2
1344.33,2035.53
1350.46,2036.17
1356.41,2036.6
1363.28,2036.96
1370.99,2037.53
1378.4,2037.98
1385.5,2038.83
1392.92,2039.52
1400.37,2039.59
1407.46,2040.57
1413.78,2040.52
1419.79,2041.54
1426.18,2042.04
1432.98,2042.25
1440.15,2042.95
1447.73,2043.53
1455.37,2044
1462.59,2044.7
1470.07,2045.05
1477.81,2045.78
1485.14,2046.48
1490.52,2046.77
1496.45,2047.33
1503.24,2048.34
1510.01,2048.94
1516.84,2049.02
1524.54,2050.16
1531.87,2050.7
1539.83,2050.89
1547.03,2051.07
1553.52,2051.12
1559.88,2051.63
1566.19,2051.97
1573,2052.81
1580,2053.1
1588.11,2053.92
1602.78,2055.04
1610.03,2055.64
1617.44,2055.89
1624.1,2056.3
1630.05,2057.06
1636.13,2057.6
1643.22,2057.97
1650.61,2058.89
1658.72,2059.36
1665.75,2059.47
1673.87,2060.15
1681.03,2060.88
1688.94,2061.27
1695.39,2062.1
1701.1,2062.65
1708.3,2063.13
1715.44,2064.12
1724.38,2064.56
1732.98,2065.72
1741.96,2066.04
1752.43,2067.01
1763.68,2068.66
1892.32,2092.05
1922.23,2095.26
1943.86,2096.47
1950.43,2096.9
1956.67,2096.95
1963.89,2097.54
1970.37,2097.67
1977.96,2098.34
2001.11,2100.28
87.21,1934.51
94.0002,1934.66
100.64,1936.18
107.296,1936.95
113.721,1937.45
120.325,1937.94
126.061,1938.86
131.681,1940.27
150.27,1941.71
157.352,1942.18
164.133,1943.06
170.091,1942.86
177.15,1944.41
184.025,1944.53
190.297,1945.2
195.98,1945.81
201.64,1946.04
207.737,1946.97
1093.32,2010.12
1101.19,2010.29
1108.74,2010.69
1115.65,2011.53
1123.13,2011.63
1130.39,2012.44
1137.4,2013.25
1144.12,2013.36
1151.37,2014.16
1237.59,2020.38
1246.09,2020.54
1253.7,2021.71
1261.31,2022.15
1268.68,2022.39
1274.9,2023.24
1281.18,2023.93
1287.25,2024.19
1294.09,2024.81
1301.07,2025.18
1308.79,2025.54
1315.91,2026.58
1322.95,2026.58
1330.24,2027.18
1337.35,2027.91
1344.4,2028.09
1350.23,2028.59
1356.38,2029.53
1363.26,2029.93
1370.58,2030.27
1378.15,2030.87
1385.88,2031.81
1393.1,2032.5
1400.47,2032.62
1407.35,2033.51
1413.74,2033.47
1419.93,2034.29
1426.18,2034.63
1433.08,2035.13
1440.29,2035.45
1447.66,2036.34
1455.11,2036.88
1462.9,2037.24
1470.12,2038.12
1477.41,2038.84
1484.66,2039.23
1490.71,2040.17
1496.33,2040.67
1502.67,2041.73
1509.87,2042.21
1517.41,2042.21
1524.76,2042.8
1532.29,2042.9
1540.3,2043.16
1547.37,2043.34
1553.72,2043.91
1560.02,2044.26
1565.95,2045.02
1572.91,2045.7
1580.35,2045.88
1588.13,2046.58
1595.54,2047.12
1602.37,2047.75
1610.35,2048.3
1617.55,2049.04
1624.21,2049.27
1630.16,2049.26
1636.37,2050.21
1643.28,2050.7
1650.94,2051.24
1658.36,2052
1665.68,2052.28
1673.5,2052.89
1681.26,2052.9
1688.49,2053.23
1695.31,2054.51
1701.32,2055.28
1707.53,2055.99
